clean_comment,category
"retrospect, song kanyes favorite painter austria.",0
one song got hip hop.,1
2 hour 2 people disliked. 7149 people wrong.,-1
pretty awsome song!!!!!!!!!!!!!!,1
"love too, but didnt apologize.",1
"oh god song connected really bad memories...pff whatever still love it...i 2012 kanye say doesnt kill you, make stronger.",1
listen 2017?!!!,0
without,0
2017 anyone ??????,0
like daft punk version better,1
polska przejmuje ten filmik...,0
like video based akira,1
timmy,0
002 open fridge night,0
golden era miss,0
harder better faster stronger daft punk. theyre video.,1
weaknt,0
best workout song ever. enough said.,1
"kanye beacon upon activity god chosen, thank god",1
"comeone let use head not stupid, obvious kanye asked daft punk use song hed end gettin sued end story",-1
"see point, but never heard daft punk before, would ever get thought lyrics, kayne didnt make these, must find out!? no, would think 100 percent original, refuse take time listen know original.",-1
.. .,0
honestly daft punk attractive girl video.,0
wow almost 1 billion,1
every time listen song feel released yesterday,0
people go kanyes music video rip them. dont like watch something else.,-1
day 6 watching guy watching stronger year,0
kanye west song stealer!,-1
fuckin bitch!!!,-1
surely would exist.,0
song hot video not,0
beginning made think music video set aperture labs.,0
saw daft punk helped make harder better faster stronger part,1
2007 hit song nostaliga,0
kanye west best award crasher ever. no hate lol,1
song sound daft punk work bit?,-1
2020 miss old kanye,-1
taylor swift god almighty beyonc prophetess!!!,1
daft punk... why...,-1
kanye west 3 fishstcks!,0
luntri not listen daft punk song kanye west sampled from?,0
oh god kanye west fucking pile shit .,-1
amazing based anime akira.,1
2018?anyone??,0
dis boy da luvr da fishies gayfish,0
steal beat daft punk thats fine,0
thanks hangover 2 think thus song got even better cooler,1
many people listening october 2019,1
woooooo hell ay,1
love wes,1
058 without censure!! thanks vevo,1
2018 cool,1
body listening 5032? 500 year later,0
see stronger part world httpswww.youtube.comwatch?vfcgihimgzi,1
kanaaaaadddddaaaa........anybody get xd,0
vh1.,0
"watched back kid, didnt notice music video. but rewatched today freaking noticed shot shot scene akira. heck. dang kanye. dang.",-1
really bother like 2 people watching video idea based of... great song though.,-1
love kanye! not new illuminati devil shit.,1
give thanks daft punk bcuz made song ok but kayne ruined great song,-1
full brazillian portuguesse people?,-1
nostalgia man listen every time work school,1
katbc101 without song would sucked,-1
anyone watching 2015,0
really love song,1
wtf fuckin kid here?! not dead!,-1
"senchro even year song out, idiot still say kanye stole. xd troll harder.",-1
p l k,0
akira trouxe aqui,0
hot track,0
say akira?,0
wonderfull verry like,1
2025?,1
last time made music ?,0
cuando escucho esta rola se erizan los pelos de los huev0s de lo buena que esta,0
thumb still listening 2011,1
"liked radio, pot music ruined skinny black guy giggling incoherent shit",-1
"six million relative hated song, but dont care.",-1
great song but givin credit daft punk mean give part video.,0
september 2018?,0
anyone 30465?,0
"dont think so, completely different different song element but whole new feel it, also beat changed great lyric added, give credit kanye",1
"lol, bullshit",-1
hi fan song fan movie hang 2 good song stronger kanye west fan facebook america ciao best carrier singer,1
watching 2k17..... no likehunting u ur soo last year x7,0
god 2k18,0
"gay, jedi mind trick owns this.",-1
"yeah, well get too, one day. stupid psy lol",0
haha,1
6500??,0
know warrior cats?,0
listen gym,0
"dear kanye west, rose red, violet blue, justin bieber win award...you know do.",1
daft punk stole beat another song...,-1
ive heard akira but still dont know about. worth watch? trying get anime show,0
named classic song?,0
2029 always year chain,0
wonder would pay see helmet see face,0
f u hater like kanya say p backoff,-1
day 84 listening stronger everyday 1 year,0
"ten years, lot changes. people hate him, song terrible",-1
"desirrninethou maybe do, but not kanye west",0
puddy713 almost p,0
gusta e muyyyyy chida,0
september 2018?,0
feel stronger listening 2 dis!,1
one best song ever not best idgaf yall say,1
vendo vdeo em novembro de 2024,0
its2017,0
like akira really appreciate reference video.,1
orignial way better,1
017 nice boner,1
every1 watch daft punk,-1
december 2024,0
"memory past,get back robotic song jejeje...",0
akira!!!! thumb get it.,1
"im longer, better, faster, stronger!!",1
"shaki, chaldean white female rapper detroit spitting hottest lyric ever! dont believe me, go see yourself. search shaki entertainment youtube click user name. dont last hear lady. might regret get bigger!!",1
using daft punk like sin.,-1
2018 let get 300 million view edit 1 ayyy edit 2 2 year later 350 mil not bad,1
got kanye need sonicboom0711,0
",i love",1
lmao,0
ser q tem br aqui??,0
goooood bros like,1
fard,0
"dont really like kanye, but daft punk kanye ability write beat dope.",0
"took longest tme notice daftpunk actually music video,haha great song!",1
yea para el skate skate evey day,0
xmlgxf3arx totally agree u p,1
anyone else see trailer mocking jay part 1 this? almost died,-1
212 lol,0
prettyfaceesha nice try bieber...,1
came pokemon go vid facebook,0
fuck bitch,-1
"no entend el. video but like song, la polica saba que asuntos internos le tenda una trampa?",1
2 song like kanye stronger cant tell nothin,1
like ur still listening 2011,0
simionidisam hell no!,-1
mlblistandisitmvplistjjr edringjr edringjr send2,0
prefer wonderman,0
song lit tbh.,1
oct 2017 anyone??,0
realized video real life version anime version,0
"youve seen akira, probably realized kanye secretly huge anime nerd. personally this, fact like daft punk, make like even",0
"kafrouelos nah homie back ill flip like salsa light scene without digital voice editing. love kanye.but ego maniac! hah know thinking... wtf ego what?? cap calling hiphop bitch... cant use ghetto writing 14 yr nyc bushwick, brooklyn b4 astoria, queen ill proper. but wanted call lady queen be. check channel ka, marketing weak pawn petting cock 4 watch world burn. chachange",-1
balintpataki like singing lol,1
"piemenowlolz123 kanye paid use song. like lupes song show go on. song rip float modest mouse, but since lupe paid right use song, doesnt give modest mouse credit.",0
many like beat daft punk?!?!,0
"sound timeless, kanye 15 year ahead time",1
course vevo censored,-1
fx,0
reply youre also listening 2016,0
nein,0
fake?,0
best version watch?vgajr4cbppq,0
"kanye daft punk, three dude amazing music producers, stop fuckin arguing",1
239 anyone nick fuentes stream? shoutout donator,0
memory song 3,0
hangover brought here!!great movie xddd,1
"no, akira. looked up.",0
loveeeeee 3,1
charlotte contrel no longer nh shifted,-1
wasnt taken daft punk??,-1
anyone else akira references?,0
but song good,1
2011 still loven song!?,0
tower battle,0
loooool noone better kanye. noone kanyes level. etcetc typical tbh,0
"video reference best anime movie time, akira.",1
best song ever!3,1
akira. hahaha,0
must say lyric wise song eh... but overall beat good. chorus redeems enough really enjoy version stronger. least kanye great taste would use daft punk.,1
anybody else want daft punk helmets?,-1
yeah daft!,-1
"like vid reference akira, one anime actually good.",1
"intro work it, make it, it, make u harder, better, faster, stronger hook nnow ththat dont kill make stronger need hurry cause cant wait much longer know got right cause cant get much wronger man, ive waiting night thats long ya work harder, make better faster, make u stronger need right now! need right now! verse 1 let get lost tonight could black kate moss tonight",1
kanye stop taking daft punk stuff,-1
holy shit.. lol always heard song but never saw video now.. biting akira.,0
httpsyoutu.beduhpveeukx8 flash light remix,0
fnf,0
im big shit sex,-1
kanye westonly person world doesnt look gay wearing shutter shade,0
never thought miss old kanye would make much sense,0
not good music dont know,-1
one 2076,0
"congrats kenye, youre richest black man world. deserve it!",1
11302023 jesus christ name heal beings.amen,1
c n c u n e,-1
fine song love sogs,1
holy shit portal!,1
better quality press f13. know looked,0
stronger kellyklarkson dont give vibe anymore,-1
video make little sense,-1
wachting 2019,0
introduction kanye west almost 14 year ago rest history,0
else watching 2020,0
ariana grande faster,0
daft punk bos,-1
one favorit singel,1
thx daft punk.,-1
212 kanye take song right,0
thumb still jammin 2011,1
prankstar321 gonna say that.,0
listening 2023,0
look it.. kanye doesnt make real shit anymore.,-1
"best dj france, fuck david guetta, fuck laurent wolf, fuck others dj, want daft punk!!!",-1
drakecageful view not indicate whether good not. eg. justin bieberbaby 591 milion view elvis presley jailhouse rock 29 milions view,0
need something make sane music keep sane gangsta,0
inmypantsify say ft. daft punk!,0
watch dog 2???,0
mine,1
"normlly dun listen kanye west, but awesome! thing vid random japanese displayed.",1
kanye west el mejor xd,0
miss old day music lot better,0
"trying look past much douchebag kanye become, remember song one old favourites.",-1
jake taylor checking,0
httpssoundcloud.comesai206sets97112emc,0
"god, no, make stop",-1
8years...wooow but think music 2016,0
still genial artist,0
played song 2 gb ram phone running super computer,1
no cuz daft punk didnt get credit hit dislike go like daft punk song,-1
best best,1
"daft punk remember always hearing original radio, way this.",0
onoxhell daft punk version made 2001 yea....,0
kool c,0
"artist nowadays? cant write songs? but no, take people song make adding new stuff ruining it.",-1
"like hows no fucking credet not even ft. daft punk, people like douche waffle ruining music",-1
thats cool movie,1
backpack hiphop,1
raidi33 obviously one liked likedislike bar...,0
love song much xx,1
030 kanye boner?,0
237 mean,0
hurts!,-1
kanye turned gay fish,-1
video set lot trends. remember came everybody started wearing shutter shade getting two part side head?,0
robot ar daft punk,-1
2019 jan??,0
never gotten hell mean but song make it! kanye act like jackass but forgive forget,-1
5911,0
anyone translate japanese?,0
"1,324 people justin bieber fan",0
hongover part 2,0
background came 17 year ago,0
aller voire bg de metabief cest norme,0
206 aint truth missus,0
7049 anyone?!,0
remember black montage,0
theyre french right? not japanese.,0
"like robot thing robot voice backround girl pretty,and suit awesome hospital",1
"actually, daft punk made stronger think 2001. 2007. took daft punk sung it. theyre good, daft punk made original.",1
carried daft punk song besides forever actually like,1
like song much,1
dragonbzfan2 freck,-1
kim aint gonna happy bout 402,-1
quien oyen dolo en la cuarentena infinita,0
course chinesejapanese would technology like,0
ramalution bad liar.,-1
"jesuskitteh well anyone slightest bit knowledge music know daft punk are, even dont like them. plus, made good part song aka part without kanye theyre also video little bit. not hard see them, would 100 oblivious not notice them.",0
